code_wil,code_48,code_58,nom,nom_maj,nom_ar
16,1621,1621,Bab Ezzouar,BEB EZZOUAR,
16,1622,1622,Ben Aknoun,BEN AKNOUN,
16,1623,1623,Dely Brahim,DELY BRAHIM,
16,1624,1624,Bains Romains,BAINS ROMAINS,
16,1625,1625,Rais Hamidou,RAIS HAMIDOU,
16,1626,1626,Djisr Ksentina,DJISR KSENTINA,
16,1627,1627,El Mouradia,EL MOURADIA,
16,1628,1628,Hydra,HYDRA,
16,1629,1629,Mohammadia,MOHAMMADIA,
16,1630,1630,Bordj El Kiffan,BORDJ EL KIFFAN,
16,1631,1631,El Magharia,EL MAGHARIA,
16,1632,1632,Beni Messous,BENI MESSOUS,
16,1633,1633,Les Eucalyptus,LES EUCALYPTUS,
16,1634,1634,Birtouta,BIRTOUTA,
16,1635,1635,Tassala El Merdja,TASSALA EL MERDJA,
16,1636,1636,Ouled Chebel,OULED CHEBEL,
16,1637,1637,Sidi Moussa,SIDI MOUSSA,
16,1638,1638,Ain Taya,AIN TAYA,
16,1639,1639,Bordj El Bahri,BORDJ EL BAHRI,
16,1640,1640,El Marsa,EL MARSA,
16,1641,1641,Haraoua,HARAOUA,
16,1642,1642,Rouiba,ROUIBA,
16,1643,1643,Reghaia,REGHAIA,
16,1644,1644,Ain Benian,AIN BENIAN,
16,1645,1645,Staoueli,STAOUELI,
16,1646,1646,Zeralda,ZERALDA,
16,1647,1647,Mahelma,MAHELMA,
16,1648,1648,Rahmania,RAHMANIA,
16,1649,1649,Souidania,SOUIDANIA,
16,1650,1650,Cheraga,CHERAGA,
16,1651,1651,Ouled Fayet,OULED FAYET,
16,1652,1652,El Achour,EL ACHOUR,
16,1653,1653,Draria,DRARIA,
16,1654,1654,Douera,DOUERA,
16,1655,1655,Baba Hassen,BABA HASSEN,
16,1656,1656,Khraissia,KHRAISSIA,
16,1657,1657,Saoula,SAOULA,
17,1701,1701,Djelfa,DJELFA,الجلفة
17,1702,1702,Moudjebara,MOUADJEBAR,
17,1703,1703,El Guedid,EL GUEDDID,
17,1704,1704,Hassi Bahbah,HASSI BAHBAH,
17,1705,1705,Ain Maabed,AIN MAABED,
17,1706,1706,Sed Rahal,SED RAHAL,
17,1707,1707,Feidh El Botma,FEIDH EL BOTMA,
17,1708,1708,Birine,BIRINE,
17,1709,1709,Bouira Lahdeb,BOUIRA LAHDAB,
17,1710,1710,Zaccar,ZAKKAR,
17,1711,1711,El Khemis,EL KHEMIS,
17,1712,1712,Sidi Baizid,SIDI BAIZID,
17,1713,1713,Mliliha,MLILIHA,
17,1714,1714,El Idrissia,EL IDRISSIA,
17,1715,1715,Douis,DOUIS,
17,1716,1716,Hassi El Euch,HASSI EL EUCH,
17,1717,1717,Messaad,MESSAAD,
17,1718,1718,Guettara,GUETTARA,
17,1719,1719,Sidi Ladjel,SIDI LAADJEL,
17,1720,1720,Had Sahary,HAD SAHARY,
17,1721,1721,Guernini,GUERNINI,
17,1722,1722,Selmana,SELMANA,
17,1723,1723,Ain Chouhada,AIN CHOUHADA,
17,1724,1724,Oum Laadham,OUM LAADHAM,
17,1725,1725,Dar Chouikh,DAR CHIOUKH,
17,1726,1726,Charef,CHAREF,
17,1727,1727,Beni Yacoub,BENI YAGOUB,
17,1728,1728,Zaafrane,ZAAFRANE,
17,1729,1729,Deldoul,DELDOUL,
17,1730,1730,Ain El Ibel,AIN EL IBEL,
17,1731,1731,Ain Oussera,AIN OUESSARA,
17,1732,1732,Benhar,BENHAR,
17,1733,1733,Hassi Fedoul,HASSI FDOUL,
17,1734,1734,Amourah,AMOURA,
17,1735,1735,Ain Fekka,AIN FEKKA,
17,1736,1736,Tadmit,TADMIT,
18,1801,1801,Jijel,JIJEL,جيجل
18,1802,1802,Erraguene,ERRAGUENE,
18,1803,1803,El Aouana,EL AOUANA,
18,1804,1804,Ziama Mansouria,ZIAMA MANSOURIA,
18,1805,1805,Taher,TAHER,
18,1806,1806,Emir Abdelkader,EMIR ABDELKADER,
18,1807,1807,Chekfa,CHEKFA,
18,1808,1808,Chahna,CHAHNA,
18,1809,1809,El Milia,EL MILIA,
18,1810,1810,Sidi Maarouf,SIDI MAAROUF,
18,1811,1811,Settara,SETTARA,
18,1812,1812,El Ancer,EL ANCER,
18,1813,1813,Sidi Abdelaziz,SIDI ABDELAZIZ,
18,1814,1814,Kaous,KAOUS,
18,1815,1815,Chebbala Milat,CHEBBALA MILAT,
18,1816,1816,Bouraoui Belhadef,BOURAOUI BELHADEF,
18,1817,1817,Djmila,DJMILA,
18,1818,1818,Selma Ben Ziada,SELMA BEN ZIADA,
18,1819,1819,Boussif Ouled Akseur,BOUSSIF OULED AKSEUR,
18,1820,1820,El Kennar Nouchfi,EL KENNAR NOUCHFI,
18,1821,1821,Ouled Yahia Khadrouche,OULED YAHIA KHADROUCHE,
18,1822,1822,Boudria Beni Yadjis,BOUDRIA BENI YADJIS,
18,1823,1823,Kimir Oued Adjoul,KIMIR OUED ADJOUL,
18,1824,1824,Texenna,TEXENNA,
18,1825,1825,Djemaa Beni Habibi,DJEMAA BENI HABIBI,
18,1826,1826,Bordj Taher,BORDJ TAHER,
18,1827,1827,Ouled Rabah,OULED RABAH,
18,1828,1828,Oudjana,OUDJANA,
19,1901,1901,Setif,SETIF,سطيف
19,1902,1902,Ain El Kebira,AIN EL KEBIRA,
19,1903,1903,Beni Aziz,BENI AZIZ,
19,1904,1904,Ouled Sidi Ahmed,OULED SIDI AHMED,
19,1905,1905,Boutaleb,BOUTALEB,
19,1906,1906,Ain Roua,AIN ROUA,
19,1907,1907,Draa Kebila,DRAA KEBILA,
19,1908,1908,Bir El Arch,BIR EL ARCH,
19,1909,1909,Beni Chebana,BENI CHEBANA,
19,1910,1910,Ouled Tebben,OULED TEBBEN,
19,1911,1911,Hamma,HAMMA,
19,1912,1912,Maaouia,MAAOUIA,
19,1913,1913,Ain Legraj,AIN LAGRADJ,
19,1914,1914,Ain Abessa,AIN ABESSA,
19,1915,1915,Dehamcha,DEHAMCHA,
19,1916,1916,Babor,BABOR,
19,1917,1917,Guidjel,GUIDJEL,
19,1918,1918,Ain Lahdjar,AIN LAHDJAR,
19,1919,1919,Bousselam,BOUSSELAM,
19,1920,1920,El Eulma,EL EULMA,
19,1921,1921,Djemila,DJEMILA,
19,1922,1922,Beni Ouartilane,BENI OUARTILANE,
19,1923,1923,Rosfa,ROSFA,
19,1924,1924,Ouled Addouane,OULED ADDOUANE,
19,1925,1925,Belaa,BELLAA,
19,1926,1926,Ain Arnat,AIN ARNAT,
19,1927,1927,Amoucha,AMOUCHA,
19,1928,1928,Ain Oulmane,AIN OULMANE,
19,1929,1929,Beidha Bordj,BEIDHA BORDJ,
19,1930,1930,Bouandas,BOUANDAS,
19,1931,1931,Bazer Sakhra,BAZER SAKRA,
19,1932,1932,Hammam Skhouna,HAMMAM SKHOUNA,
19,1933,1933,Mezloug,MEZLOUG,
19,1934,1934,Bir Haddada,BIR HADDADA,
19,1935,1935,Serdj El Ghoul,SERDJ EL GHOUL,
19,1936,1936,Harbil,HARBIL,
19,1937,1937,El Ouricia,EL OURICIA,
19,1938,1938,Tizi Nbechar,TIZI NBECHAR,
19,1939,1939,Salah Bey,SALAH BEY,
19,1940,1940,Ain Azal,AIN AZAL,
19,1941,1941,Guenzet Tassameurt,GUENZET TASSAMEURT,
19,1942,1942,Tala Ifacene,TALA IFACENE,
19,1943,1943,Bougaa,BOUGAA,
19,1944,1944,Beni Fouda,BENI FOUDA,
19,1945,1945,Tachouda,TACHOUDA,
19,1946,1946,Beni Mouhli,BENI MOUHLI,
19,1947,1947,Ouled Sabor,OULED SABOR,
19,1948,1948,Guellal,GUELLAL,
19,1949,1949,Ain Sebt,AIN SEBT,
19,1950,1950,Hammam Guergour,HAMMAM GUERGOUR,
19,1951,1951,Mzada,MZADA,
19,1952,1952,Ksar El Abtal,KSAR EL ABTAL,
19,1953,1953,Beni Hocine,BENI HOCINE,
19,1954,1954,Ait Tizi,AIT TIZI,
19,1955,1955,Maouklane,MAOUKLANE,
19,1956,1956,Guelta Zerka,GUELTA ZERGA,
19,1957,1957,Oued El Bared,OUED EL BARED,
19,1958,1958,Taya,TAYA,
19,1959,1959,El Ouldja,EL OUELDJA,
19,1960,1960,Tella,TELLA,
20,2001,2001,Saida,SAIDA,سعيدة
20,2002,2002,Doui Thabet,DOUI THABET,
20,2003,2003,Ain El Hadjar,AIN EL HADJAR,
20,2004,2004,Ouled Khaled,OULED KHALED,
20,2005,2005,Moulay Larbi,MOULAY LARBI,
20,2006,2006,Youb,YOUB,
20,2007,2007,Hounet,HOUNET,
20,2008,2008,Sidi Amar,SIDI AMAR,
20,2009,2009,Sidi Boubekeur,SIDI BOUBEKEUR,
20,2010,2010,El Hassasna,EL HASSASNA,
20,2011,2011,Maamora,MAAMORA,
20,2012,2012,Sidi Ahmed,SIDI AHMED,
20,2013,2013,Ain Sekhouna,AIN SKHOUNA,
20,2014,2014,Ouled Brahim,OULED BRAHIM,
20,2015,2015,Tircine,TIRCINE,
20,2016,2016,Ain Soltane,AIN SOLTANE,
21,2101,2101,Skikda,SKIKDA,سكيكدة
21,2102,2102,Ain Zouit,AIN ZOUIT,
21,2103,2103,El Hadaiek,EL HADAIEK,
21,2104,2104,Azzaba,AZZABA,
21,2105,2105,Djendel Saadi Mohamed,DJENDEL SAADI MOHAMED,
21,2106,2106,Ain Cherchar,AIN CHERCHAR,
21,2107,2107,Bekkouche Lakhdar,BEKKOUCHE LAKHDAR,
21,2108,2108,Ben Azzouz,BEN AZZOUZ,
21,2109,2109,Es Sebt,ES SEBT,
21,2110,2110,Collo,COLLO,
21,2111,2111,Beni Zid,BENI ZID,
21,2112,2112,Kerkera,KERKERA,
21,2113,2113,Ouled Attia,OULED ATTIA,
21,2114,2114,Oued Zhour,OUED ZHOUR,
21,2115,2115,Zitouna,ZITOUNA,
21,2116,2116,El Harrouch,EL HARROUCH,
21,2117,2117,Zerdezas,ZERDEZAS,
21,2118,2118,Ouled Hebaba,OULED HEBABA,
21,2119,2119,Sidi Mezghiche,SIDI MEZGHICHE,
21,2120,2120,Emdjez Edchich,EMDJEZ EDCHICH,
21,2121,2121,Beni Oulbane,BENI OULBANE,
21,2122,2122,Ain Bouziane,AIN BOUZIANE,
21,2123,2123,Ramdane Djamel,RAMDANE DJAMEL,
21,2124,2124,Beni Bachir,BENI BACHIR,
21,2125,2125,Salah Bouchaour,SALAH BOUCHAOUR,
21,2126,2126,Tamalous,TAMALOUS,
21,2127,2127,Ain Kechra,AIN KECHRA,
21,2128,2128,Oum Toub,OUM TOUB,
21,2129,2129,Bir El Ouiden,BIR EL OUIDEN,
21,2130,2130,Fil Fila,FIL FILA,
21,2131,2131,Cheraia,CHERAIA,
21,2132,2132,Kanoua,KANOUA,
21,2133,2133,El Ghedir,EL GHEDIR,
21,2134,2134,Bouchtata,BOUCHTATA,
21,2135,2135,Ouldja Boulbellout,OULDJA BOULBELLOUT,
21,2136,2136,Kheng Mayoum,KHENG MAYOUM,
21,2137,2137,El Marsa,EL MARSA,
21,2138,2138,Hamadi Krouma,HAMADI KROUMA,
22,2201,2201,Sidi Bel Abbes,SIDI BEL ABBES,سيدي بلعباس
22,2202,2202,Tessala,TESSALA,
22,2203,2203,Sidi Brahim,SIDI BRAHIM,
22,2204,2204,Mostefa Ben Brahim,MOSTEFA BEN BRAHIM,
22,2205,2205,Telagh,TELAGH,
22,2206,2206,Mezaourou,MEZAOUROU,
22,2207,2207,Boukhanafis,BOUKANEFIS,
22,2208,2208,Sidi Ali Boussidi,SIDI ALI BOUSSIDI,
22,2209,2209,Bedrabine El Mokrani,BEDRABINE EL MOKRANI,
22,2210,2210,Marhoum,MARHOUM,
22,2211,2211,Tafissour,TAFISSOUR,
22,2212,2212,Amarnas,AMARNAS,
22,2213,2213,Tilmouni,TILMOUNI,
22,2214,2214,Sidi Lahcene,SIDI LAHCENE,
22,2215,2215,Ain Thrid,AIN THRID,
22,2216,2216,Makedra,MAKEDRA,
22,2217,2217,Tenira,TENIRA,
22,2218,2218,Moulay Slissen,MOULAY SLISSEN,
22,2219,2219,El Hacaiba,EL HACAIBA,
22,2220,2220,Hassi Zehana,HASSI ZAHANA,
22,2221,2221,Tabia,TABIA,
22,2222,2222,Merine,MERINE,
22,2223,2223,Ras El Ma,RAS EL MA,
22,2224,2224,Ain Tindamine,AIN TINDAMINE,
22,2225,2225,Ain Kada,AIN KADA,
22,2226,2226,Mcid,MCID,
22,2227,2227,Sidi Khaled,SIDI KHALED,
22,2228,2228,Ain El Berd,AIN EL BERD,
22,2229,2229,Sfissef,SFISEF,
22,2230,2230,Ain Adden,AIN ADDEN,
22,2231,2231,Oued Taourira,OUED TAOURIRA,
22,2232,2232,Dhaya,DHAYA,
22,2233,2233,Zerouala,ZEROUALA,
22,2234,2234,Lamtar,LAMTAR,
22,2235,2235,Sidi Chaib,SIDI CHAIB,
22,2236,2236,Sidi Daho,SIDI DAHO,
22,2237,2237,Oued Sbaa,OUED SBAA,
22,2238,2238,Boudjebaa El Bordj,BOUDJEBAA EL BORDJ,
22,2239,2239,Sehala Thaoura,SEHALA THAOURA,
22,2240,2240,Sidi Yacoub,SIDI YACOUB,
22,2241,2241,Sidi Hamadouche,SIDI HAMADOUCHE,
22,2242,2242,Belarbi,BELARBI,
22,2243,2243,Oued Sefioun,OUED SEFIOUN,
22,2244,2244,Teghalimet,TEGHALIMET,
22,2245,2245,Ben Badis,BEN BADIS,
22,2246,2246,Sidi Ali Benyoub,SIDI ALI BENYOUB,
22,2247,2247,Chetouane Belaila,CHETOUANE BELAILA,
22,2248,2248,Bir El Hammam,BIR EL HMAM,
22,2249,2249,Taoudmout,TAOUDMOUT,
22,2250,2250,Redjem Demouche,REDJEM DEMMOUCHE,
22,2251,2251,Benachiba Chelia,BENACHIBA CHELIA,
22,2252,2252,Hassi Dahou,HASSI DAHO,
23,2301,2301,Annaba,ANNABA,عنابة
23,2302,2302,Berrahel,BERRAHEL,
23,2303,2303,El Hadjar,EL HADJAR,
23,2304,2304,Eulma,EULMA,
23,2305,2305,El Bouni,EL BOUNI,
23,2306,2306,Oued El Aneb,OUED EL ANEB,
23,2307,2307,Cheurfa,CHEURFA,
23,2308,2308,Seraidi,SERAIDI,
23,2309,2309,Ain Berda,AIN BERDA,
23,2310,2310,Chetaibi,CHETAIBI,
23,2311,2311,Sidi Amer,SIDI AMER,
23,2312,2312,Treat,TREAT,
24,2401,2401,Guelma,GUELMA,قالمة
24,2402,2402,Nechmaya,NECHMAYA,
24,2403,2403,Bouati Mahmoud,BOUATI MAHMOUD,
24,2404,2404,Oued Zenati,OUED ZENATI,
24,2405,2405,Tamlouka,TAMLOUKA,
24,2406,2406,Oued Fragha,OUED FRAGHA,
24,2407,2407,Ain Sandel,AIN SANDEL,
24,2408,2408,Ras El Agba,RAS EL AGBA,
24,2409,2409,Dahouara,DAHOUARA,
24,2410,2410,Belkheir,BELKHEIR,
24,2411,2411,Bendjerrah,BENDJERRAH,
24,2412,2412,Bouhamdane,BOUHAMDANE,
24,2413,2413,Ain Makhlouf,AIN MAKHLOUF,
24,2414,2414,Ain Ben Beida,AIN BEN BEIDA,
24,2415,2415,Khezara,KHEZARA,
24,2416,2416,Beni Mezline,BENI MEZLINE,
24,2417,2417,Bou Hachana,BOUHACHANA,
24,2418,2418,Guelaat Bousbaa,GUELAAT BOUSBAA,
24,2419,2419,Hammam Debagh,HAMMAM DEBAGH,
24,2420,2420,El Fedjoudj,EL FEDJOUDJ,
24,2421,2421,Bordj Sabat,BORDJ SABATH,
24,2422,2422,Hamman Nbail,HAMMAM NBAIL,
24,2423,2423,Ain Larbi,AIN LARBI,
24,2424,2424,Medjez Amar,MEDJEZ AMAR,
24,2425,2425,Bouchegouf,BOUCHEGOUF,
24,2426,2426,Heliopolis,HELIOPOLIS,
24,2427,2427,Houari Boumedienne,HOUARI BOUMEDIENE,
24,2428,2428,Roknia,ROKNIA,
24,2429,2429,Salaoua Announa,SELIAOUA ANNOUNA,
24,2430,2430,Medjez Sfa,MEDJEZ SFA,
24,2431,2431,Boumahra Ahmed,BOUMAHRA AHMED,
24,2432,2432,Ain Reggada,AIN REGGADA,
24,2433,2433,Oued Cheham,OUED CHEHAM,
24,2434,2434,Djeballah Khemissi,DJEBALLAH KHEMISSI,
25,2501,2501,Constantine,CONSTANTINE,قسنطينة
25,2502,2502,Hamma Bouziane,HAMMA BOUZIANE,
25,2503,2503,Ben Badis,BEN BADIS,
25,2504,2504,Zighoud Youcef,ZIGHOUD YOUCEF,
25,2505,2505,Didouche Mourad,DIDOUCHE MOURAD,
25,2506,2506,El Khroub,EL KHROUB,
25,2507,2507,Ain Abid,AIN ABID,
25,2508,2508,Beni Hamidene,BENI HAMIDENE,
25,2509,2509,Ouled Rahmoune,OULED RAHMOUN,
25,2510,2510,Ain Smara,AIN SMARA,
25,2511,2511,Mesaoud Boudjeriou,MESAOUD BOUDJERIOU,
25,2512,2512,Ibn Ziad,IBN ZIAD,
26,2601,2601,Medea,MEDEA,المدية
26,2602,2602,Ouzera,OUZERA,
26,2603,2603,Ouled Maaref,OULED MAAREF,
26,2604,2604,Ain Boucif,AIN BOUCIF,
26,2605,2605,Aissaouia,AISSAOUIA,
26,2606,2606,Ouled Deide,OULED DEIDE,
26,2607,2607,El Omaria,EL OMARIA,
26,2608,2608,Derrag,DERRAG,
26,2609,2609,El Guelbelkebir,EL GUELBELKEBIR,
26,2610,2610,Bouaiche,BOUAICHE,
26,2611,2611,Mezerena,MEZRENNA,
26,2612,2612,Ouled Brahim,OULED BRAHIM,
26,2613,2613,Tizi Mahdi,TIZI MAHDI,
26,2614,2614,Sidi Ziane,SIDI ZIANE,
26,2615,2615,Tamesguida,TAMESGUIDA,
26,2616,2616,El Hamdania,EL HAMDANIA,
26,2617,2617,Kef Lakhdar,KEF LAKHDAR,
26,2618,2618,Chelalet El Adhaoura,CHELLALAT EL ADHAOURA,
26,2619,2619,Bouskene,BOUSKENE,
26,2620,2620,Rebaia,REBAIA,
26,2621,2621,Bouchrahil,BOUCHRAHIL,
26,2622,2622,Ouled Hellal,OULED HELLAL,
26,2623,2623,Tafraout,TAFRAOUT,
26,2624,2624,Baata,BAATA,
26,2625,2625,Boghar,BOGHAR,
26,2626,2626,Sidi Naamane,SIDI NAAMANE,
26,2627,2627,Ouled Bouachra,OULED BOUACHRA,
26,2628,2628,Sidi Zahar,SIDI ZAHAR,
26,2629,2629,Oued Harbil,OUED HARBIL,
26,2630,2630,Benchicao,BEN CHICAO,
26,2631,2631,Sidi Damed,SIDI DAMED,
26,2632,2632,Aziz,AZIZ,
26,2633,2633,Souagui,SOUAGUI,
26,2634,2634,Zoubiria,ZOUBIRIA,
26,2635,2635,Ksar El Boukhari,KSAR EL BOUKHARI,
26,2636,2636,El Azizia,EL AZIZIA,
26,2637,2637,Djouab,DJOUAB,
26,2638,2638,Chahbounia,CHAHBOUNIA,
26,2639,2639,Meghraoua,MAGHRAOUA,
26,2640,2640,Cheniguel,CHENIGUEL,
26,2641,2641,Ain Ouksir,AIN OUKSIR,
26,2642,2642,Oum El Djalil,OUM EL DJALIL,
26,2643,2643,Ouamri,OUAMRI,
26,2644,2644,Si Mahdjoub,SI MAHDJOUB,
26,2645,2645,Tlatet Eddoair,TLATET ED DOUAIR,
26,2646,2646,Beni Slimane,BENI SLIMANE,
26,2647,2647,Berrouaghia,BERROUAGHIA,
26,2648,2648,Seghouane,SEGHOUANE,
26,2649,2649,Mfatha,MFATHA,
26,2650,2650,Mihoub,MIHOUB,
26,2651,2651,Boughezoul,BOUGHZOUL,
26,2652,2652,Tablat,TABLAT,
26,2653,2653,Deux Bassins,DEUX BASSINS,
26,2654,2654,Draa Essamar,DRAA ESSMAR,
26,2655,2655,Sidi Errabia,SIDI ERRABIA,
26,2656,2656,Bir Ben Laabed,BIR BEN ABED,
26,2657,2657,El Ouinet,EL AOUINET,
26,2658,2658,Ouled Antar,OULED ANTAR,
26,2659,2659,Bouaichoune,BOUAICHOUNE,
26,2660,2660,Hannacha,HANNACHA,
26,2661,2661,Sedraia,SEDRAIA,
26,2662,2662,Moudjebeur,MOUDJEBEUR,
26,2663,2663,Khams Djouamaa,KHAMS DJOUAMAA,
26,2664,2664,Saneg,SANEG,
27,2701,2701,Mostaganem,MOSTAGANEM,مستغاﱎ
27,2702,2702,Sayada,SAYADA,
27,2703,2703,Fornaka,FORNAKA,
27,2704,2704,Stidia,STIDIA,
27,2705,2705,Ain Nouissy,AIN NOUISSI,
27,2706,2706,Hassi Maameche,HASSI MAAMECHE,
27,2707,2707,Ain Tadles,AIN TEDLES,
27,2708,2708,Sour,SOUR,
27,2709,2709,Oued El Kheir,OUED EL KHEIR,
27,2710,2710,Sidi Belattar,SIDI BELATTAR,
27,2711,2711,Kheiredine,KHEIR EDDINE,
27,2712,2712,Sidi Ali,SIDI ALI,
27,2713,2713,Abdelmalek Ramdane,ABDELMALEK RAMDANE,
27,2714,2714,Hadjadj,HADJADJ,
27,2715,2715,Nekmaria,NEKMARIA,
27,2716,2716,Sidi Lakhdar,SIDI LAKHDAR,
27,2717,2717,Achaacha,ACHAACHA,
27,2718,2718,Khadra,KHADRA,
27,2719,2719,Bouguirat,BOUGUIRAT,
27,2720,2720,Sirat,SIRAT,
27,2721,2721,Ain Sidi Cherif,AIN SIDI CHERIF,
27,2722,2722,Mesra,MESRA,
27,2723,2723,Mansourah,MANSOURAH,
27,2724,2724,Souaflia,SOUAFLIA,
27,2725,2725,Ouled Boughalem,OULED BOUGHALEM,
27,2726,2726,Ouled Maallah,OULED MAALAH,
27,2727,2727,Mezghrane,MEZAGHRANE,
27,2728,2728,Ain Boudinar,AIN BOUDINAR,
27,2729,2729,Tazgait,TAZGAIT,
27,2730,2730,Safsaf,SAFSAF,
27,2731,2731,Touahria,TOUAHRIA,
27,2732,2732,El Hassiane,EL HESSIANE,
28,2801,2801,Msila,MSILA,المسيلة 
28,2802,2802,Maadid,MAADID,
28,2803,2803,Hammam Dhalaa,HAMMAM DHALAA,
28,2804,2804,Ouled Derradj,OULED DERRADJ,
28,2805,2805,Tarmount,TARMOUNT,
28,2806,2806,Mtarfa,MTARFA,
28,2807,2807,Khoubana,KHOUBANA,
28,2808,2808,Mcif,MCIF,
28,2809,2809,Chellal,CHELLAL,
28,2810,2810,Ouled Madhi,OULED MADHI,
28,2811,2811,Magra,MAGRA,
28,2812,2812,Berhoum,BERHOUM,
28,2813,2813,Ain Khadra,AIN KHADRA,
28,2814,2814,Ouled Addi Guebala,OULED ADDI GUEBALA,
28,2815,2815,Belaiba,BELAIBA,
28,2816,2816,Sidi Aissa,SIDI AISSA,
28,2817,2817,Ain El Hadjel,AIN EL HADJEL,
28,2818,2818,Sidi Hadjeres,SIDI HADJERES,
28,2819,2819,Ouanougha,OUENOUGHA,
28,2820,2820,Bou Saada,BOUSAADA,
28,2821,2821,Ouled Sidi Brahim,OULED SIDI BRAHIM,
28,2822,2822,Sidi Ameur,SIDI AMEUR,
28,2823,2823,Tamsa,TAMSA,
28,2824,2824,Ben Srour,BEN SROUR,
28,2825,2825,Ouled Slimane,OULED SLIMANE,
28,2826,2826,El Houamed,EL HOUAMED,
28,2827,2827,El Hamel,EL HAMRI,
28,2828,2828,Ouled Mansour,OULED MANSOUR,
28,2829,2829,Maarif,MAARIF,
28,2830,2830,Dehahna,DEHAHNA,
28,2831,2831,Bouti Sayah,BOUTI SAYEH,
28,2832,2832,Khettouti Sed El Djir,KHETTOUTI SED EL DJIR,
28,2833,2833,Zarzour,ZERZOUR,
28,2834,2834,Mohamed Boudiaf,MOHAMED BOUDIAF,
28,2835,2835,Benzouh,BENZOUH,
28,2836,2836,Bir Foda,BIR FODDA,
28,2837,2837,Ain Fares,AIN FARES,
28,2838,2838,Sidi Mhamed,SIDI MHAMED,
28,2839,2839,Menaa,MENAA,
28,2840,2840,Souamaa,SOUMAA,
28,2841,2841,Ain El Melh,AIN EL MELH,
28,2842,2842,Medjedel,MEDJEDEL,
28,2843,2843,Slim,SLIM,
28,2844,2844,Ain Errich,AIN ERRICH,
28,2845,2845,Beni Ilmane,BENI ILMENE,
28,2846,2846,Oultene,OULTENE,
28,2847,2847,Djebel Messaad,DJEBEL MESSAAD,
29,2901,2901,Mascara,MASCARA,معسكر
29,2902,2902,Bou Hanifia,BOUHANIFIA,
29,2903,2903,Tizi,TIZI,
29,2904,2904,Hacine,HACINE,
29,2905,2905,Maoussa,MAOUSSA,
29,2906,2906,Teghennif,TIGHENNIF,
29,2907,2907,El Hachem,EL HACHEM,
29,2908,2908,Sidi Kada,SIDI KADA,
29,2909,2909,Zelmata,ZELMATA,
29,2910,2910,Oued El Abtal,OUED EL ABTAL,
29,2911,2911,Ain Ferah,AIN FERAH,
29,2912,2912,Ghriss,GHRISS,
29,2913,2913,Froha,FROHA,
29,2914,2914,Matemore,MATMORE,
29,2915,2915,Makdha,MAKDA,
29,2916,2916,Sidi Boussaid,SIDI BOUSSAID,
29,2917,2917,El Bordj,EL BORDJ,
29,2918,2918,Ain Fekan,AIN FEKAN,
29,2919,2919,Benian,BENIAN,
29,2920,2920,Khalouia,KHALOUIA,
29,2921,2921,El Menaouer,EL MENAOUER,
29,2922,2922,Oued Taria,OUED TAGHIA,
29,2923,2923,Aouf,AOUF,
29,2924,2924,Ain Fares,AIN FARES,
29,2925,2925,Ain Frass,AIN FRASS,
29,2926,2926,Sig,SIG,
29,2927,2927,Oggaz,OGGAZ,
29,2928,2928,Alaimia,ALAIMIA,
29,2929,2929,El Gaada,EL GAADA,
29,2930,2930,Zahana,ZAHANA,
29,2931,2931,Mohammadia,MOHAMMADIA,
29,2932,2932,Sidi Abdelmoumene,SIDI ABDELMOUMENE,
29,2933,2933,Ferraguig,FERRAGUIG,
29,2934,2934,El Ghomri,EL GHOMRI,
29,2935,2935,Sedjerara,SEDJERARA,
29,2936,2936,Moctadouz,MOCTADOUZ,
29,2937,2937,Bou Henni,BOUHENNI,
29,2938,2938,El Gueitna,EL GUEITNA,
29,2939,2939,El Mamounia,EL MAMOUNIA,
