num,name,address,lat,lon,code_wil
242,GUERIREM ABDELHAFIDH,4 RUE MOULOUD BOURAS Skikda,36.8789224,6.9060053,21
243,BOUMESSAD MOHAMED,32 RUE ABDELLAH BENGHERFE ALLAH Skikda,36.883152,6.9054596,21
244,BELHAMADI CHAABANE,909 CITE 1000 LOGTS BLOCS 88 El Khroub,36.2593314,6.7014537,25
245,BEN RADOUAN AISSA,CITE 24 LOGTS BT SONATIBA El Harrouch,36.6545563,6.8329628,21
246,BELGHAZI MOULOUD,AVENUE L'AKHELE TAHER EL KOL Skikda,36.8796509,6.9147479,21
247,OUADI ALI,CITE 1ER NOVEMBRE 28 LOGTS Azzaba,36.7411032,7.1116629,21
248,BELAATAR SAKINA,5 CITE EL MOUNAOUARAT BT 22 Guelma,36.4627444,7.4330833,24
249,KIRATI MOHAMED,BT SOUGUAN 2 Guelma,36.4627444,7.4330833,24
250,OURETH BOUGUERA,1 KAHDOUR TAHER BT 40 Guelma,36.4627444,7.4330833,24
251,KASMI RABII,CITE 130 LOGTS BT 13 Oued Zenati,36.3100347,7.1657362,24
252,REHAB ALI,AVENUE AMAR REGHIBA Oued Zenati,36.3100347,7.1657362,24
253,EL AIDI AHMED,CITE SALAH SOUFI BT 4/2 Sedrata,36.1345249,7.5297476,41
254,LAAROUM MUSTAPHA,8 AVENUE MOULOUD FERAOUN Souk Ahras,36.2855903,7.9613829,41
255,NOUARI HOCINE,72 AVENUE DIDOUCHE MOURAD Skikda,36.870155,6.9107549,21
256,AMIAR EDRISS,5 AVENUE ASSLA HOCINE Skikda,36.870155,6.9107549,21
257,BOUHARA SAID,CITE DES 50 LOGTS BT B ETAGE 13 Batna,35.5634192,6.1889996,5
258,BOUBGUIRA KAMEL,CITE 20 AOUT 1955 Batna,35.5561749,6.1720883,5
259,DELINDA KAMEL,15 RUE CHENAF AMAR QUARTIER VERDURE Batna,35.5321898,6.1686094,5
260,DALINDA SAID,19 PROM IMMOBILIERE BOUZERIA LES ALLEES 19 MARS BLOC 19 1ER ETAGE Batna,35.5634192,6.1889996,5
261,MAARAF ABEDSSELEM,3 RUE LARBI TEBESSI Batna,35.5519634,6.1781831,5
262,BELOUM ABEDELLAH,6 RUE KOUBABI ALI CITE EMIR ABDELKADER Barika,35.3844754,5.3713596,5
263,BELKADHI KHALIFA,6 CITE 200 LOGTS BLOC A Merouana,35.6320745,5.9131539,5
264,BOUCHOUL KAMEL,2 CITE EL DAKSI ABDELSALEM BLOC S BT K Constantine,36.3560687,6.6440456,25
265,BEN HAFIDH AMAR,AVENUE SAID RAHMANI AIN TOUTA Ain Touta,35.3808071,5.9020128,5
266,KORICHI AHMED,CITE DES RAMPARTS BT B/29 Setif,36.1897593,5.4107984,19
267,GHARBI M'BAREK,2 RUE ROUABEH MOUSSA CITE 1ER NOVEMBER BT A Setif,36.1897593,5.4107984,19
268,BELBAKHOUCHE KAMEL,1 CITE EL KHAHIRA BT 2 Setif,36.1897593,5.4107984,19
269,BEN CHICKH EL HADJ,CITE M'SSALTI ABESS ASSAOUAR EL KADIMA Setif,36.1897593,5.4107984,19
270,GUECHI KADOUR,4 RUE ABANE RAMDHANE Setif,36.1893122,5.405046,19
272,MADJOUR AISSA,27 CITE FRERES DIBABI BOUAKAL 3EME Batna,35.5355017,6.174758,5
273,AMIRA NADHIRA,5 RUE TOUHAMI SALEH CITE DES CHEMINAUX Setif,36.190855,5.4209417,19
274,GARGOURI FARID,CITE YAHIAOUI RUE ZABAT REMDANE 45 Setif,36.1987374,5.4240662,19
275,BELAID AHMED,47 CITE M'SALTI ABES ESOUAR KADIMA BT D5 Setif,36.1897593,5.4107984,19
276,ABIREZ KHATHIR,CITE DES 583 LOGTS Ain Oulmane,35.9197924,5.2972534,19
277,HADJIDJ AMER,51 RUE GUESSAB BACHIR El Eulma,36.1505099,5.6999461,19
278,BOUZID AMAR,126 RUE DU 1er NOVEMBRE 1954 El Eulma,36.151724,5.689403,19
279,AICHOUR LARBI,BOULEVARD BRAHIM ZEGHAR El Eulma,36.1505099,5.6999461,19
280,KADRI MANSOUR,ZAOUIET LES DEUX RUEX LA REVOLUTION IBRAHIM ZEGAR El Eulma,36.153098,5.6926809,19
281,MAHOUR BACHA SLIMANE,108 RUE MOHAMED KHMISTI El Eulma,36.1505099,5.6999461,19
282,REZOUGUE LAKHDAR,RUE CHINOUNE MOHAMED Bougaa,36.334064,5.0891805,19
283,ARABA AZOUZ,RUE CHENOUN MOHAMED Bougaa,36.334064,5.0891805,19
284,KHOUALEF MABROUK,2 CITE 100 LOGTS BT A Ain El Kebira,36.3695684,5.5075105,19
285,BEN DIB DJAMEL EDDINE,28 RUE MOHAMED ZEROUKI Bordj Bou Arreridj,36.0691561,4.7627336,34
286,BARKAT TAHER,CITE 410 LOGTS BAT 36 Batna,35.5634192,6.1889996,5
287,M'BARKI M'BAREK,13 RUE REMECHE AISSA PROMOTION INDIVEDEUL Bordj Bou Arreridj,36.0739925,4.7630271,34
289,KASSI HOCINE,RESIDENCE DE LA FORET SACREE AVENUE AMIROUCHE Bejaia,36.7541855,5.0813739,6
290,BOUFEDJAR LARBI,ROUTE DES AURESS BT C2 NACERIA Bejaia,36.7645536,5.0594622,6
291,RAHEL ABEDELKADER,RUE DES FRERES CHETIOUI Amoucha,36.3879438,5.4110623,19
292,BOUKHARI ZAKIA,96 LOGTS BT A4 28 TOUBALE Bejaia,36.7515258,5.0556837,6
293,BOUGUERA ALI IBN KHEMISTI,CITE DU 1ER NOVEMBRE 54 Kherrata,36.4936399,5.2770714,6
294,TAZAMOUCHT NEDJIMA,CITE DES 24 LOGTS ZONE INDUSTRIELLE COMMERCIALE BT A Souk Eltenine,36.6241834,5.3365405,6
295,KHABCHECHE EL HAFSSI,AVENUE DU 1ER NOVEMBRE 1954 Kherrata,36.7493649,5.0592183,6
296,SASSI HAMID,CITE 1ER NOVEMBRE 54 BT 01 ETAGE 21 Oum El Bouaghi,35.8688789,7.1108266,4
297,BELILI MOHAMED,CITE HIHI EL MEKI BP 163 Oum El Bouaghi,35.8742956,7.1225851,4
298,HAFID SEBTI,AVENUE ZIDOUNI AMARA Ain Beida,35.7958379,7.3902546,4
299,BOULKAYLA ALI,RUE ZAOUI ABEDELMADJID Ain Beida,35.796101,7.3903528,4
301,BOUDHRAA NADIR,23 RUE IDIR AISSAT Ain M'lila,36.0370574,6.5702778,4
302,SAADAOUI ABED EL HAMID,19 RUE EMIR ABDELKADER Biskra,34.8558289,5.7255262,7
303,SEKOUR MOHAMED,RUE 24 AVRIL Biskra,34.8449437,5.7248567,7
304,BEN MECHICHE ABED EL AZIZ,RUE DES FRERES MENANI Biskra,34.8536887,5.7324884,7
305,BOUSTTA MOHAMED,1 RUE MOHAMED NEDJAR Biskra,34.8533182,5.7334047,7
307,BEN HOURIA BRAHIM,RUE 1er NOVEMBRE 1954 Ouled Djellal,34.4285554,5.0682965,7
309,HILAL RACHID,CITE DES 30 LOGTS Ain Fakroun,35.9772098,6.8733714,4
310,YEKHLEF AMAR,9 AVENUE RICHI Ain M'lila,36.0343972,6.5737863,4
311,SIADI MOHAMED SADEK,118 CITE 700 LOGTS BT B Khenchela,35.4242584,7.1453609,40
312,BEN SAAD ELLAH BRAHIM,RUE EL EMIR ABEDELKADER Tebessa,35.4010797,8.1172958,12
313,ABANE SAAD,269 RUE SI ALI BEN LAMANI MAISON ROMAINE Tebessa,35.402131,8.120509,12
314,MOUISSI ABEDELLAH,RUE DE LA BASILIC ROMAINE Tebessa,35.3879968,8.1065235,12
315,GHRIB RACHID,6 QUARTIER DE LA ROMONTE ILOT 224 Tebessa,35.4010797,8.1172958,12
316,AHMED CHAOUCHE LARBI,1 CITE DERBASSI KHELIL Tebessa,35.417958,8.1167895,12
317,BOUTERAA ABEDERRAHMENE,RUE DE TEBESSA Cheria,35.3879968,8.1065235,12
318,REBII RAFIK,43 CITE 84 LOGTS Bir El Ater,34.749839,8.0577526,12
319,BEN FADHA MOHAMED TAHER,CITE 08 MAI 1945 El Aouinet,35.8680504,7.8861697,12
320,ABED MILOUD,CITE LES OLIVIERS BT M 2 02 Oran,35.6987388,-0.6349319,31
321,BEDJAOUI FATIMA,10 RUE COMMANDANT FERADJ Oran,35.7047221,-0.6372929,31
322,HAZEB BRAHIM MOHAMED FELLAH,3 CITE 1245 LOGTS BT 445 ENTREE 2 CITE IBN ROCHD Oran Usto,35.7043816,-0.6008798,31
323,NAAMENE MUSTAPHA,14 RUE AMAR IBRAHIM Oran,35.67576,-0.654856,31
324,REBAH MOHAMED AISSA,75 RUE LARBI BEN M'HIDI Oran,35.7031615,-0.6368335,31
326,MECHRAFI TAHER,21 RUE KHLIFA BEN SALEM Oran,35.6862979,-0.6682545,31
327,SADEK BAROUDI,34 RUE SMAIL MOHAMED CITE ABED EL MOUMEN Oran,35.6987388,-0.6349319,31
328,LABIOUDH MOHAMED,5 RUE DE LA MARTINE Oran El M'naouer Ctr,35.6839831,-0.6030241,31
329,MASMI MOHAMED,CITE 500 LOGTS BT O BLOC 118 MARCHE 3 Oran Hlm Seddikia,35.7091222,-0.6085749,31
330,ZEBAR KAHLI MERIEM,3 RUE JEAN KRAFT MIRAMAR Oran,35.7037512,-0.6324466,31
331,BEN AMER RACHIDA,2 CITE ZABANA GROUPE 15 BT 3 ENTREE 2 Arzew,35.8577443,-0.3096606,31
332,GEUN MILOUD,16 RUE ECHARK GDYEL Oran,35.6951387,-0.6427937,31
333,MAFTAHI MOHAMED,CITE ABDELKADER OUELD AMER Oran,35.6721197,-0.6334462,31
334,ALTAR ABEDELKADER,44 RUE ZITOUNI AHMED Oued Tlelat,35.5522349,-0.4487997,31
335,BOUDHRAA BOUALEM,20 RUE MOHAMED KHEMISTI MARSA EL KBIR Oran El M'naouer Ctr,35.7286847,-0.7069677,31
336,BEN ABEDELLAH M'HAMED,4 CITE KABOUL AHMED Lardjem,35.7491541,1.5474579,38
337,GHAYAT ABEDELKRIM,2 AVE COMMANDANT DJABER Tlemcen,34.8831751,-1.31197,13
338,HADJ SAID MOUSSA,4 RUE COMMANDANT DJABER Tlemcen,34.8831751,-1.31197,13
340,BEN SNOUSSI BOUZIANE,4 TRANCHE KARA SLIMEN EL KIFFEN Tlemcen,34.8828864,-1.3166815,13
341,ASSMI AHCEN,66 RUE 1ER NOVEMBRE 54 Maghnia,34.8487433,-1.726959,13
342,KIHEL ABED EL AZIZ,52 RUE COLONNEL AMIROUCHE Maghnia,34.8486597,-1.7293536,13
344,HAMDAOUI EL HABRI,CTRE COMMERCIAL CITE DES SABLE Ghazaouet,35.0936543,-1.861861,13
345,MEDJAOUI ABDELKRIM,RUE DES FRERES SEDDIKI Remchi,35.0609828,-1.4304801,13
346,TEFANDJAR SAID,CITE 100 LOGTS Tissemsilt,35.6597215,1.5351457,38
347,BELHAOUA ALI,CITE BOUCHAREB NACER Sougueur,35.1872934,1.4959513,14
348,BOUKLI HACEN ABED EL GHANI,12 RUE SIDI LAHCEN BAB SIDI BOUMEDIENNE Tlemcen,34.8851606,-1.3058288,13
350,AZMANI ABDERREZAK,48 RUE GUNAOUA EL MAGHREB Nedroma,35.0292918,-1.7666936,13
351,SAADAOUI SALEH,RUE DE LA PALESTINE Sebdou,34.6376648,-1.3329676,13
352,BAHLOUL YAHIA,16 RUE M'BAREK BOUCIF Ain Temouchent,35.2914326,-1.1390807,46
353,BOUCHIBA MOHAMED,6 RUE LAURASSI Sfisef,35.2351049,-0.242702,22
354,DELANI ALI,34 CITE EL BASATINE BT B BLOC 03 BP 53 Sfisef,35.2351049,-0.242702,22
355,BERACHED SAAD,91 RUE DE LA REPUBLIQUE Beni Saf,35.2897861,-1.3768856,46
357,BEN KHADA YOUCEF,6 RUE NACEREDDINE Mascara,35.4020988,0.1400257,29
359,ZEMOULI MOHAMED,19 RUE MAHMOUD Mascara,35.385337,0.1265627,29
360,MASLA MOHAMED,RUE DOCTEUR KHALED Mascara,35.3955233,0.1400142,29
364,BEN KRITLI SID AHMED,2 AVENUE MOHAMED KHEMISTI Mostaganem,35.9339679,0.0897595,27
365,BOUZID EL GHALI,3 RUE SATAL EL DJELALI Mostaganem,35.9311454,0.0909414,27
366,OUAZANI MOHAMED,19 RUE KHETTAB ABEDELKADER Mostaganem,35.9311454,0.0909414,27
367,BEN TERIKI FETHI,172 CITE 200 LOGTS BLOC F Sidi Ali,36.0997892,0.4281316,27
368,DJILLALI ABEDELKADER,39 RUE DE LA REPUBLIQUE Relizane,35.7450263,0.5578837,48
369,MESKINI AICHA,3 CITE DIAR EL WARDE BT L Relizane,35.7450263,0.5578837,48
370,AZIZI KHATHIR,RUE BEN KAHLA MENOUER Oued Rhiou,35.9770048,0.9247501,48
371,SOUABI MOHAMED,962 CITE 1000 LOGTS BT S1 BLOC B Ain Temouchent,35.2992698,-1.1392792,46
372,BELKHCHI FATIHA,41 CITE ABOU BEKRE ESSEDIK Ain Temouchent,35.2992698,-1.1392792,46
374,KOUDRLI MENNOUR,RUE CTRE COMMERCIAL Mazouna,36.12647,0.8906102,48
375,BOUTERFASS ABEDELKADER,BOULEVARD LARBI BEN M'HIDI TELAGHT Sidi Bel Abbes,35.1882619,-0.6336665,22
376,ACHOUCHE ALI,02 RUE AHMED ZINDJABIL Bologhine,36.8079399,3.0389024,16
377,DILMI RABAH,93 BD MOHAMED 5  Mohamed V,36.7674944,3.0503867,16
378,YOUB KELTHOUM,30 RUE DES FRERES BOUADSA Batna,35.5634192,6.1889996,5
379,TOUFFALI AHMED,12 BD SAID HAMDINE Hydra,36.7482998,3.0397597,16
380,AGGAL MAKHLOUF,80 AVE MAHMOUD BOUDJATIT Kouba,36.7381971,3.0898023,16
381,BUREAU NOTARIAL,11 RUE DAUPHIN DAR ESSALAM Draria,36.720057,2.9951112,16
382,TAIB MOHAMED RACHID,CITE BOUTRIK M'BAREK Sour El Ghozlane,36.3879398,3.9010477,10
383,ZOULIM DJAMEL,CITE DES PALMIERS BT A 18 Tizi Ouzou,36.713548,4.0473075,15
384,MOUFFOUKI YAMINA,34 RUE MEKKI KHELIFA MARAVAL Oran,35.6759054,-0.651467,31
385,MOALI FOUZIA,ROUTE DES TOURS VILLA 1 IMMEUBLE BEN YAHI Tizi Ouzou,36.7163828,4.0407774,15
386,TRAD KARIMA,RUE DU 11 DECEMBRE 1960 CITE PIMA BT E N 5 Blida,36.4887391,2.8213773,9
387,TIR ABDEREZAK,1 CITE 170 LOGTS BT B10 SAID HAMDINE Bir Mourad Rais,36.7339979,3.033837,16
388,ETUDE NOTARIALE,10 RAMPE COMMANDANT FERADJ Oran El M'naouer Ctr,35.6987388,-0.6349319,31
389,LOUNES ALI,24 RUE EMIR ABDELKADER Tiaret,35.3763256,1.3135742,14
390,BELKAID KAMILA,3 RUE AISSAT IDIR Tlemcen,34.8854938,-1.3051281,13
391,LATTOUF ABDELWAHAB,VILLA 98 COOPERATIVE 18 FEVRIER CITE SALEM EX SAINT HUBERT Oran,35.6987388,-0.6349319,31
392,AZIAD FRIDA EPSE BOUKARI,9 RUE MOHAMED GARIDI Kouba,36.7317197,3.0850228,16
393,KAMEL ABDERRAHMAN,BOULEVARD AHMED ZAIDET Azazga,36.7453947,4.3714004,15
394,ARICHI ABDELLAH,37 BOULEVARD BENZERJEB PLATEAU Oran,35.7062629,-0.6140773,31
395,IDER BELAID,CITE FIGHOU Tazmalt,36.6241834,5.3365405,6
396,SEMAKDJI SALAH,CITE DAKSI BT C 216 Constantine,36.3560687,6.6440456,25
397,DKHINISSA RABAH,RUE ACHAHMA MOUSSA CITE THENIET EL MAKHZEN Ghardaia,32.4759277,3.6846906,47
399,ZIBOUCHE RIDHA,RUE DE LA GENDARMERIE NATIONALE Tipaza,36.5901285,2.4513385,42
400,KHRAIMECHE DJAMEL,CITE 11 DECEMBRE 1960 Boumerdes,36.7551365,3.4562362,35
402,DJEDJIG LAHLOU,35 AVENUE BOUAAMAMA HASSEN BADI El Harrach,36.716488,3.1373997,16
403,ISSAD TASSADIT,25 RUE DU 20 AOUT 1956 IMMEUBLE ZERIOUL Azazga,36.7453947,4.3714004,15
404,OUSLIMANE NOURA,CITE 1406 BT 85 01 Boumerdes,36.7510697,3.4788905,35
405,BOUKHALFA NASSIMA,RUE AYOUMA MOHAMMED 25 Tipaza,36.5906719,2.4433723,42
406,OUALMI LOUIZA,RUE KASRI AHMED IMMEUBLE REZZOUK ILOT CENTRAL 39 Tizi Ouzou,36.7308862,3.9663581,15
407,TERBAH RACHID,CITE 15 LOGTS PREMIER ETAGE 6 Draa El Mizan,36.53572,3.8364355,15
408,SERBOUH KAHINA,CENTRE VILLE Larba Nath Irathen,36.6388682,4.2031576,15
409,ASLA KHEIREDDINE,RUE DES MOUDJAHIDINE VILLA C 01 1ER ETAGE Azazga,36.7453947,4.3714004,15
410,DAHMANI YOUCEF,RUE DE LA LIBERTE TOUR GENI SIDER 1ER ETAGE Bejaia,36.7515258,5.0556837,6
411,BEN FERHAT MOHAMED,COOPERATIVE IMMOBILIERE EL YASMINE 8 LES ORANGERS Rouiba Rp,36.7390353,3.2840306,16
412,KAOUAH MERIEM AZIZA,202 RUE MOHAMED BELOUIZDAD  Sidi M'hamed,36.753547,3.0615416,16
413,ATBI MOHAMED,16 RUE DU 5 JUILLET El Harrach,36.7205788,3.1374809,16
414,ZEKRAOUI BELKACEM,01 ALLES SALAH NEZZAR Batna,35.5460591,6.1710809,5
415,ABDELKADER BEN HAMOUDA,RUE DES MARTYRS FARES EL HOUARI 790 LOGTS 4 Oran,35.6987388,-0.6349319,31
416,NEGGACHE RAMDANE,CITE 2004 LOGTS LOT 46 Baraki,36.6622277,3.1014614,16
417,BAKAIL SOUHILA,11 RUE AISSA BEN FADHA Zeralda,36.7137456,2.8449957,16
418,BEN MERIEM LINDA,62 CITE 100 LOGTS BT 7 Zeralda,36.7137456,2.8449957,16
419,BEN MIMOUN EL HABIB,CITE LES SOURCES BT 2 N 5 Bir Mourad Rais,36.732855,3.05563,16
420,BEN TALHA MOHAMED,CITE MITIDJA BATIMENT 12 /43 Rouiba Rp,36.7395542,3.2803983,16
421,BENTAYA RIMA,CITE 294 LOGTS BATIMENT A4 1 Ain Benian,36.7948752,2.905233,16
422,BOUKHAROUBA SAMEH,CITE GARIDI 1 BATIMENT 8 8 Kouba,36.7445311,3.0938679,16
423,OPM DERARDJA ISSAM,18 RUE DES FRERES LARBI Douera,36.6688355,2.9442592,16
424,TADJINE FATIHA,24 RUE 1er JUILLET Birkhadem,36.7160675,3.0496695,16
425,FETTIS KAMAL,CITE 384 LOGTS BT C 22 SAID HAMDINE Bir Mourad Rais,36.7349175,3.0351991,16
426,GUENDOUZE HINDA,43 RUE DIDOUCHE MOURAD  Sidi M'hamed,36.7670944,3.0533882,16
427,OUZENI HATTEM,CITE 250 LOGTS Cheraga Rp,36.7668544,2.9602011,16
428,REGUIEG KARIMA,04 PLACE EL KODS Hydra,36.7474636,3.0402509,16
429,SAHRAOUI KARIM,137 RUE 1ER NOVEMBRE Zeralda,36.7118869,2.8398444,16
430,SALEM SALAH,CITE EL ANASSER CITE 4 BATIMENT 92 APPARTEMENT 2 Kouba,36.7344353,3.0695755,16
431,SELLAMI SAMIA ALDJIA,192 CITE HBM 2eme GPE BELOUIZDAD  Sidi M'hamed,36.7616535,3.056515,16
432,SELLAMNA AZIZA,2 RUE DES FRERES OUGHLIS El Mouradia,36.7452496,3.0505324,16
433,ZENBOUDJI AHMED MOSSADEK,2 RUE KADDOUR RAHIM Hussein Dey Rp,36.7420781,3.0931291,16
434,ZEROUG HOUCINE,8 RUE NEZALI CHERIF Cheraga Rp,36.7660527,2.9589692,16
435,TORCHI HAMOU,CITE SOUMMAM Ferdjioua,36.3928996,5.93253,43
437,DRIDI EL HADI,CITE SOUMMAM 200 LOGTS BT 2 C Ferdjioua,36.4051142,5.94196,43
439,MKADEM AFFAF,CITE AHMED BOUSEKINE N 21 Ferdjioua,36.4051142,5.94196,43
440,LAOUABDIA SALAMI ALI,BOULEVARD CHIKH EL ARBI TEBESSI N 05 Annaba,36.8996699,7.7572435,23
441,NOURINE MESSAOUD,BP 119 HAMA BOUZIANE Constantine,36.4220962,6.5988893,25
442,MALKI RABAH,10 RUE BOUZEBIDE AHMED Annaba,36.9142081,7.7426673,23
443,HAZERLI AMAR,6 RUE EMIR ABDELKADER Annaba,36.8964114,7.758031,23
444,BOUDARESA ELAREBI,CITE EL DAKSI ABDELSALEM BATIMENT 22 ENTREE1 N 3 Constantine,36.3570052,6.6390282,25
445,AMIRAT AMAR,2 RUE IBN KHALDOUNE PASSAGE BONISSIER Annaba,36.8987031,7.7578972,23
446,AHCENE CHAOUCHE MOUNIR,14 RUE EL ARBI TEBESSI Annaba,36.8996699,7.7572435,23
447,BENMAAOUCHE RACHID,5 BOULEVARD ELQODSE Constantine,36.3570052,6.6390282,25
448,FERIH HOCINE,8 CITE DAKSI ABDELSALEM BT 3 BIS Constantine,36.3560687,6.6440456,25
449,BOULEDOUA MOHAMMED,1 RUE KENITI ESSEBTI Annaba,36.9142081,7.7426673,23
452,ZIANE LINDA CHENARE,3 RUE BEN HAWAZ IBRAHIM 1ER ET. Annaba,36.9142081,7.7426673,23
453,MOURAD NAZIHA,8 RUE VAL MASCORTE Annaba,36.9196943,7.7521132,23
455,SOCIETE NOTARIALE CIVILE BED AIDA NADJAT,CITE GARIDI 1 BATIMENT 18/5 Kouba,36.7279237,3.0670478,16
456,BEN HAMZA FAIZA,BOULEVARD SAIDANI ABDELMADJID JOLIE VUE Constantine,36.3570052,6.6390282,25
457,DAAMACH IBRAHIM,4 RUE DE LA CNRA Annaba,36.8996743,7.761347,23
458,NAAMANE SAID,9 RUE SAYOUD ACHOUR Annaba,36.9082431,7.7592077,23
459,SENOUCI MOHAMED SALLEH,CITE 8 MAI 1945 Annaba,36.9142081,7.7426673,23
461,LAOUR KHALISSA,2 BD ZIBOUCHE MOHAMED Constantine,36.3570052,6.6390282,25
463,ROUBACHE LAAMRI,CITE 502 LOGTS BATIMENT F El Hadjar,36.8074707,7.7389134,23
464,KHADOUCHE ELDARADJI,CITE 1039 LOGTS BATIMENT 77 N 03 El Khroub,36.2595177,6.6951774,25
465,KRAKRIA RAFIK,108 RUE LAARBI BEN M'HIDI El Hadjar,36.8074707,7.7389134,23
466,BOURIO MOURAD,CITE 1013 LOGTS BATIMENTS BATIMENT 54 N 2 El Khroub,36.2567073,6.6952254,25
467,MEGHENI ABDRAOUF,CITE 502 LOGTS BATIMENT 01 El Hadjar,36.8074707,7.7389134,23
468,BEN OUISS MUSTAPHA,36 CITE 40 LOGTS BT C El Khroub,36.2593314,6.7014537,25
469,BERHIHE ABDELGHANI,25 RUE ZEMOURI MOHAMMED Drean,36.6865627,7.7208062,36
470,BOULKRADACHE RAOUF,CITE 864 LOGTS BLOC 62/776 ALI MENDJELI El Khroub,36.2570374,6.5831384,25
472,SAMIRA AICHA,UV 5 PROMOTION ZIANI BT 10 1ER ET. 11 ET 10 El Khroub,36.2593314,6.7014537,25
474,SEDDIK SOUAD,LA RTE NATIONALE CITE SAADA BATIMENT 01 Ben M'hidi,36.7666372,7.9055824,36
476,KEBI ABDELHAMID,167 CITE 500 LOGTS Mila,36.4555626,6.2608287,43
477,TEBANI MOHAMED,01 RUE CHÂTEAU D' EAU Mila,36.4519049,6.2584338,43
479,SID ALI ABDRAHMANE,4 RUE LA GLACIERE Annaba,36.9012733,7.7572164,23
480,BEN ZAHRA SALAHEDDINE,38 RUE MAHMOUD BEN TOUNSI Mila,36.4519049,6.2584338,43
481,BELMENAI YASER,03 RUE 1ER NOVEMBRE 1954 Mila,36.4519049,6.2584338,43
482,YAKHLEF DJAMEL,142 CITE BOUTOUT BT 14 Mila,36.455673,6.2651446,43
483,CHANIBE SAMIA,CITE 18 LOGTS Oued Endja,36.5000205,6.0713274,43
484,MOKRANE SALIHA,44 RUE EL HOURIA Mila,36.4519049,6.2584338,43
485,MAHNAOUI NABIL,84 CITE 150 LOGTS BT C5 Chelghoum Laid,36.1635599,6.1837559,43
486,BOUKOURA FAIZA,22 AVENUE 1ER NOVEMBRE  Haute Casbah,36.787873,3.0629224,16
487,TOUMI RAFIK,LOT DU PHARE 3 CAP CAXINE Ain Benian,36.8128451,2.954008,16
488,TOUATI FADILA,1 RUE RACHID KORICHI Bab El Oued,36.7879584,3.055397,16
489,BECHA SALIM,1 RUE HAMMANI AREZKI Alger  Centre,36.771589,3.057788,16
491,BEDAIDA SAID,CITE GARIDI 1 BATIMENT 18 5 Kouba,36.7279237,3.0670478,16
