id,title,address,city,tel,lat,lon,code_wil
"108",25.F.MAGRAOUI,"11 Cité Bouhali Laid, El Khroub Constantine",El Khroub,07 82 29 14 97,36.264492,6.687879,"25"
"110",25.S.BEZIANE,Cité DAHDOUH Hocine n°81 Didouche Mourad,Didouche Mourad,07 82 29 14 91,36.437984704749,6.64652512680831,"25"
"156",43.A.RABHI,Rue ahmed yahia rachid -Chelghoum laid,Chelghoum Laid,07 93 36 94 00,36.159448,6.17366,"43"
"100",24-01.10 - Agence Guelma,Cité 19 Juin rue Bounar Salah N°1 commune et daira de Guelma Wilaya de GUELMA,Guelma,0782 29 15 06 / 05 54 84 86 96,36.4506801,7.4181747,"24"
"154",43.2.ARABHI,07 Cité El Zeradab route nationale n°5 Tadjnent-mila,Tadjnent,07 93 36 94 00,36.117761,5.970803,"43"
"155",43.3.ARABHI,Cité Céramique Route de Mila Ibn Ziad Constantine,Iben Ziad,07 93 36 94 00,36.3814392348562,6.47168470666835,"25"
"157",43.L.FEKRAOUI,Cité el jnayene Sidi Merouane Mila,Sidi Merouene,07 82 29 15 02,36.520039678568,6.2599056649777,"43"
"152",43.1.L.FEKRAOUI,Cité 40 logts participatifs n°53 ZEGHAIA-MILA,Zeghaia,07 82 29 15 02,36.471539,6.173912,"43"
"11",05.L.BOUDARN,Rue Ahmed Ben Abderrezak Arris,Arris,07 82 29 14 77,35.2572654924899,6.35020554692679,"5"
"158",43.M.ELHADJALI,"Cité 200 Logts Teleghma, Mila",Teleghma,07 82 29 15 01,36.1274548622382,6.36651174492196,"43"
"12",05.Y.DEKHINET,06 Rue Gaouda Moustapha Cité EL NASR Batna,Batna,07 82 29 14 76,35.561022,6.173912,"5"
"10",05.1.Y.DEKHINET,Boulevard Ariouat Boubaker Barika W-BATNA,Barika,07 82 29 14 76,35.3874306920589,5.37228823439493,"5"
"77",18.B.DJAOUI,14 Rue Amra taher tahir jijel,Taher,07 82 29 14 83,36.77536,5.909275,"18"
"102",25-01.60 - Agence SIDI MABROUK,"31, Cité Ali Besbes sidi mabrouk Constantine",Sidi Mabrouk,07 82 29 14 94 / 05 54 80 21 00,36.35663,6.633082,"25"
"103",25-01.90 - Agence CITE ALI MENJEL,Cité ALI MENDJELI 392 Lgts N°1-Constantine,Constantine,07 82 29 15 82 / 05 54 83 29 43,36.245553,6.567662,"25"
"105",25-03.10 - Agence AIN ABID,Cité Bouguetaia Med N°72 Ain Abid Constantine,Ain Abid,07 82 29 14 96 / 05 54 84 87 45,36.2304035051133,6.94484062234665,"25"
"104",25-02.10 - Agence HAMMAM BOUZIANE,Cité Ain Sidera N°142 Hamma Bouziane Constantine,Hamma Bouziane,07 82 29 14 99 / 05 54 84 87 61,36.4261973075714,6.59472686094403,"25"
"101",25-01.10, Cité filali les arcades Emir Abdelkader Constantine,Constantine,07 82 29 14 90 / 05 54 80 17 14,36.3603156697503,6.64231733254401,"25"
"151",43-23.10 - Agence BAINEN,Bardou Beinen Wilaya de MILA,Bainen,07 82 29 15 03 / 05 54 83 25 08,36.5506576517306,6.12590911347768,"43"
"150",43-01.10 - Agence MILA,Lotissement Ouest Cité Brik N°79 Mila,Mila,07 82 29 15 00 / 05 54 80 23 58,36.4527619,6.2545798,"43"
"0", 05-01.10 - Agence BOUABSA,08 avenue les frères BOUABSA-BATNA,Batna,07 82 29 14 75 / 05 54 80 21 39,35.554867,6.176896,"5"
"24",07-01.10 - Agence BISKRA,Rue AISSA OUAER N°01 Biskra,Biskra,07 82 29 14 78 / 05 54 80 30 67,34.8551757,5.724128,"7"
"90",21.1.Y.BOULECHFAR,Cité 20 août 1956 - Sidi Mezghiche - W.Skikda,El Hrouche,07 70 99 41 07,36.680092,6.718628,"21"
"93",21.B.BOULGAMH,"Kerkra, Ziroud Youcef wilaya de SKIKDA",Skikda,07 82 29 14 84,36.931331,6.587682,"21"
"92",21.B.2.BOULGAMH,Cité Rahouadj - Tamalous - W.Skikda,Tamalous,07 82 29 14 85,36.835754,6.645105,"21"
"153",43.1.M.ELHADJALI,38 rue Bouchoua Ain M'lila -Oum El Bouaghi,Ain M'lila,07 82 29 15 01,36.018952,6.556988,"4"
"91",21.B.1.BOULGAMH,Les allées du 20 Août 1955 - Minitour n°5 - Skikda - W.Skikda,Skikda,07 82 29 14 86,36.871325,6.912445,"21"
"99",23.A.LAOUBI,Boulevard 1er novembre coopérayive El Wafa El Bouni Annaba,Annaba,05 61 75 71 88,36.908017,7.7605,"23"
"96",23.1.a.LAOUBI,11 Rue SAYOUD Achour , Annaba,05 61 75 71 88,36.908243,7.759208,"23"
"97",23.5.a.laoubi,3 rue el Moukrani ain berda Annaba,Ain El Berda,05 61 75 71 88,36.644917,7.590099,"23"
"98",23.6.a.laoubi,"Route nationale locale, N°01 El Chat - EL TARF",EL TARF,05 61 75 71 88,36.8299962737989,7.87051555165434,"36"
"144",40.S.FILALI,Rue Abbas Leghrour Khenchela,Khenchela,07 82 29 14 82,35.430515,7.148818,"40"
"76",17-01.20 - Agence Djelfa,Local cité Chaabani mohamed coopératif Ahmed Zabana 999 N° 14 section 161 lot 746 (B) Wilaya Djelfa,Djelfa,07 82 29 13 85 / 05 54 82 03 69,34.663222,3.2605,"17"
"34",12.A.CHAIB,"Cité nouvelle el Biadha,rue 1er novembre -el ouenza-tebessa",Ouenza,07 82 29 16 21,35.948996,8.139318,"12"
"89",21-01.10 - Agence SKIKDA,Hay salah Boukeroua maison N°33 local N°03 Skikda,Skikda,07 82 29 14 84 / 05 54 80 21 46,36.87152,6.910181,"21"
"95",23-01.20 - Agence ANNABA,154 Maatar Lakhdar ex Rue des viollettes Annaba,Annaba, 07 82 29 14 88 / 05 54 80 36 43,36.902302,7.768223,"23"
"33",12-02.10 - Agence BIR EL ATER,"Cité 150 logts, Centre Bir el Ater Tebessa",Bir El Ater,07 82 29 14 80 / 05 54 84 87 27,34.761089,8.05743,"12"
"32",12-01.10 - Agence TEBESSA CENTRE,Rue El Amir Abdelkader Route de Constantine Tebessa,Tebessa,07 82 29 14 79 / 05 54 80 31 82,35.4078,8.112599,"12"
"143",39-01.10 - Agence OUED SOUF,Cité 400 logts El Oued,Oued Souf,07 82 29 14 81 / 05 54 80 41 79,33.358833,6.856208,"39"
"21",06.M.ABDELKADER," RC Tichy centre,route nationale N°05 commune et daira de Tichy wilaya de BEJAIA",Tychy,07 82 29 16 14,36.668272,5.155088,"6"
"13",06.1.M.ABDELKADER,cité des 68 logements Bt5 N°522 LES Hamadite,Bejaia,07 82 29 16 14,36.673332,5.147442,"6"
"22",06.R.BENZAID,Agmoune commune Barbacha W BEJAIA,Berbacha,0560 77 47 59,36.484172,4.747158,"6"
"16",06.A.IKHLEF,Rue Boutekrabt Ahmed Souk Eltenine Bejaia.,Souk Eltenine,06 67 86 82 83,36.625652,5.336022,"6"
"19",06.I.CHERIFI,cté 130 / 200 logt RHP BT E N°15 et 16 Akbou Bejaia,Akbou,07 78 72 51 49,36.459016,4.533478,"6"
"14",06.2.I.CHERIFI,"04, Chemins Ouzelaguen - Bejaia",Bejaia,07 78 72 51 49,36.5424164756795,4.61095314876378,"6"
"15",06.3.I.CHERIFI,"Cité ihaddaden, prommotion immobiliére SOMACOB BEDJAIA ",Bejaia,07 78 72 51 49,36.743873,5.050526,"6"
"17",06.H.KHELIFATI,Route Nationale N°26 Hotel Syfax -Tazamalt,Tazmalt,07 82 29 15 08,36.379845,4.396449,"6"
"18",06.h.rabhi,Cité98 logts Bloc 14 AMIZOUR,Amizour,07 82 29 15 53,36.642116,4.903334,"6"
"20",06.L.OUHENDI,56 logts la grande baie local N°23 RD CITE TOBALE,Bedjaia,07 82 29 15 06,36.750008,5.071744,"6"
"23",06.W.HAMMAOUI,Centre Commercial Lot 130-131 El Kseur Bejaia,El Kseur,07 82 29 15 07,36.677564,4.849324,"6"
"86",19.S.GUELLATI,Cité Houari Boumedienne Rue OUADA El hanachi El Eulma,El Eulma,07 82 29 15 47,36.162341,5.683927,"19"
"84",19.F.AIFA,02 Rue Ouari Mokhtar Cité Yahyaoui EX C A3 N°62 setif,Setif,07 82 29 15 05,36.198737,5.424066,"19"
"85",19.H.DOUADI,COMMUNE HAMMAM SOKHNA CENTRE W-SETIF,Hammam Soukhna,07 82 29 13 95,35.9756954,5.8058058,"19"
"82",19.1.H.DOUADI,Cité 100 logts Bt El-Eulma Sétif.,El Eulma,07 82 29 13 95,36.160301,5.698398,"19"
"83",19.2.H.DOUADI,Cité des 400 Logements Commune et Daïra de Sétif wilaya de Sétif,Setif,07 82 29 13 95,36.1992921511538,5.41905267258927,"19"
"87",19.Z.YAHIA,cité Houari Boumediene Rue Amar Goumidi N°1- El Eulma,El Eulma,07 82 29 15 10,36.160301,5.698398,"19"
"121",28.R.TIOUB,CITE ELHOURANE HAMMAM DALAA,Hammam Delaa,07 82 29 15 45,35.92230623146,4.37678163523137,"28"
"117",28.1.R.TIOUB,Cité 110 LSP BTS E local E5 - M'sila,M'sila,07 82 29 15 45,35.677109,4.541814,"28"
"118",28.2.R.TIOUB,Local N°51/37 RDC Bat N°07 Ouled Derradj Wilaya de M'sila,Ouled Derradj,07 82 29 15 45,35.6897469759002,4.7762633328884,"28"
"119",28.3.R.TIOUB,Cité Houari Boumedienne Berhoum - M'sila,Berhoum,07 82 29 15 45,35.647765,5.007845,"28"
"120",28.B.BOUCHERIF,Cité  19  juin 1965 baladiat  Sidi  Aissa  W.  M’SILA,Sidi Aissa,07 82 29 15 50,35.8841673734191,3.77578560497596,"28"
"133",34.B.MERZOUGUI,1ere rue zone urbaine Bourdj Bou Arreridj,Bordj Bou Arerridj,07 82 29 13 77,36.070419,4.756405,"34"
"131",34.1.B.MERZOUGUI,Cité KELALECH AHMIMID HARRACH commune Bordj Bou Arreredj,Mhir BBA,07 82 29 13 77,36.070419,4.756405,"34"
"134",34.H.DERRARDJA,29 BDV HOUARI BOUMEDIEN BBA,Bordj Bou Arerridj,07 82 29 15 12,36.07379,4.758967,"34"
"132",34.1.H.DERRARDJA,Cité 64 logts cop N° 17 bordj Ghedir Bordj Bou Arreredj,Bordj el guedir,07 82 29 15 12,35.8983194156231,4.89243547680345,"34"
"135",34.S.MOHAMEDSEGHIR,"Lotissement Bouda, RUE A N°49 Bordj Bou Arreredj",Bordj Bou Arerridj,07 82 29 15 09,36.070419,4.756405,"34"
"166",BO.0001 - Agence BENI OURTTILANE,14 Rue colonel Amirouche Beni Ourtilane-SETIF,Beni Ourtilane,07 82 29 13 90 / 05 54 84 67 88,36.442206,4.852528,"19"
"116",28-01.10 - Agence M'SILA,Cité administratif M'sila,M'sila,07 82 29 16 23 / 05 54 80 34 24,35.707783,4.535624,"28"
"31",11-01.10 - Agence TAMENGHASSET,Hai el Kaser el Fougani Tamanrast,Tamanrast,07 82 29 15 15 / 05 54 84 18 07,22.799724,5.524223,"11"
"78",19-01.10 - Agence DALLAS,24 Brarma Abdellah Cité 1er novembre 1954 Dalas-w-SETIF,Setif,07 82 29 15 04 / 05 54 84 85 22,36.191775,5.429484,"19"
"79",19-01.40 - Agence COOPERATIVE EL AMEL,Cité Hachemi cooperative EL AMEL rue ALEM Mokhtar n° 05 -SETIF,Sétif,07 82 29 15 14 / 05 54 84 86 46,36.179269,5.398209,"19"
"164",BBA001 - Agence BORDJ BOU ARRERIDJ,89 devision khelfaoui local n°6 groupe propr,BORDJ BOU ARRERIDJ,07 82 29 14 09 / 05 54 83 63 34,36.072901,4.773474,"34"
"80",19-03.10 - Agence BENI AZIZ,rue khemkhoum saadi -beni Aziz w setif,Beni Azize,07 82 29 15 13 / 05 54 84 85 75,36.196903,5.415087,"19"
"81",19-20.20 - Agence EL EULMA,Rue du 1er novembre 54 El Eulma,El Eulma,07 82 29 15 11 / 05 54 84 85 21,36.152913,5.679733,"19"
"129",31.K.BENNOURA,02 Cité Kastor Maraval Oran. J38,Oran,07 82 29 15 26,35.670659,-0.651221,"31"
"128",31.1 .K.BENNOURA,Cité 287 logts (USTO) husn el djiwar BT C/3 local N°04 Oran,Maraval,07 82 29 15 26,35.725774,-0.572924,"31"
"114",27.A.REZALI,"Cité 72 logts, route d'Oran, bâtiment B N°13 Mostaganem.",Mostaganem,07 72 90 44 43,35.917746,0.075159,"27"
"115",27.S.BENMEHAL, Cté 122  logts Bt A5 N°24 Mechouma Mostaganem.,Mostaganem,07 82 29 15 21,35.913799331407,0.090394522056708,"27"
"130",31.M.Bendella," Hai Khemisti lot N°290 plan de morcellement 283 lot, Bir Eldjir Oran. ",Bir Eldjir, 05 52 38 06 01,35.736515,-0.570441,"31"
"88",20-01.20 - Agence Saïda,La rue de la révolution N°23 commune et daira de Saida W-SAIDA,Saïda,07 82 89 76 39 / 05 54 80 37 31,34.829672,0.153324,"20"
"124",31-01.10 - Agence POINT DU JOUR,123 Rue A cité point du jour Oran,Oran,07 82 29 15 23 / 05 54 80 22 64,35.709364,-0.601621,"31"
"125",31-01.20 - Agence GENERAL FERRADO,88 rue Général HAMRI (EX Général FERRADO ) SEDDIKIA -Oran,Oran,07 82 29 15 24 / 05 54 80 33 17,35.7102752744614,-0.61114594601376,"31"
"126",31-01.30 - Agence MUSTAPHA BEN BOULAID,"88, Avenue Mustapha Ben Boulaid; ORAN ",Oran,07 82 29 15 25 / 05 54 80 39 86,35.687611,-0.661744,"31"
"127",31-01.50 - Agence AIN TURK,Plateau de trouville nich n°871 Ain Turck -Oran,Ain turk,07 82 29 15 31 / 05 54 80 20 87,35.735737,-0.744172,"31"
"176",OR001 - Agence MILLENIUM,"Rue Millenium Bt C, N°7, Résidence el sawsen Local N° 2",Oran,07 82 29 14 20,35.691895,-0.632026,"31"
"177",OR002 - Agence IDAA,"Cité Magheri N° 29, Boulevard AHMED BEN ABDERZZAK",Oran,07 82 29 16 11 / 05 54 80 19 20,35.700447,-0.630108,"31"
"35",13-01.20 - Agence TLEMCEN,Rue BOULVARD DERRAR ANBDERAHMANE KIFANE -TELEMCEN,Tlemcen,05 54 80 39 02 / 07 82 29 15 61,34.889277,-1.335138,"13"
"36",14-01.10 - Agence TIARET,Boulevard Maouf Ahmed D117 n°6 Tiaret,Tiaret,07 82 29 15 18 / 05 54 80 40 58,35.366873,1.317641,"14"
"94",22-01.20 - Agence MAQAM ECHAHID,"N° 07; Cité des 119 Villas, Maqam' Echahid;SIDI BELABBES",Sidi Belabbes,07 82 29 16 09 / 05 54 80 31 98,35.202225,-0.629892,"22"
"122",29-01.10 - Agence MASCARA,"03, rue IKHLEF Bélaid - Mascara",Mascara,07 82 29 15 22 / 05 54 80 32 44,35.394474,0.14102,"29"
"149",42-35.20 - Agence de Kolea,"Lotissement N°30, Batiment 7/A commune de Kolea TIPAZA ",Kolea,07 82 29 16 08 / 05 54 80 39 12,36.643244,2.770802,"42"
